Date,State,Industry Sector Category,Residential
1999,MA,Total Electric Industry,10.09
1999,MD,Total Electric Industry,8.39
1999,ME,Total Electric Industry,13.07
1999,MI,Total Electric Industry,8.73
1999,MN,Total Electric Industry,7.41
1999,MO,Total Electric Industry,7.12
1999,MS,Total Electric Industry,6.75
1999,MT,Total Electric Industry,6.78
1999,NC,Total Electric Industry,7.99
1999,ND,Total Electric Industry,6.50
1999,NE,Total Electric Industry,6.52
1999,NH,Total Electric Industry,13.64
1999,NJ,Total Electric Industry,11.40
1999,NM,Total Electric Industry,8.62
1999,NV,Total Electric Industry,7.13
1999,NY,Total Electric Industry,13.23
1999,OH,Total Electric Industry,8.68
1999,OK,Total Electric Industry,6.60
1999,OR,Total Electric Industry,5.75
1999,PA,Total Electric Industry,8.86
1999,RI,Total Electric Industry,10.12
1999,SC,Total Electric Industry,7.55
1999,SD,Total Electric Industry,7.42
1999,TN,Total Electric Industry,6.34
1999,TX,Total Electric Industry,7.55
1999,UT,Total Electric Industry,6.27
1999,VA,Total Electric Industry,7.48
1999,VT,Total Electric Industry,12.17
1999,WA,Total Electric Industry,5.10
1999,WI,Total Electric Industry,7.31
1999,WV,Total Electric Industry,6.27
1999,WY,Total Electric Industry,6.34
1999,US,Total Electric Industry,8.16
1999,CA,Restructured Retail Service Providers,4.10
1999,DE,Restructured Retail Service Providers,0.00
1999,ID,Restructured Retail Service Providers,0.00
1999,IL,Restructured Retail Service Providers,5.00
1999,MA,Restructured Retail Service Providers,5.50
1999,MI,Restructured Retail Service Providers,0.00
1999,MO,Restructured Retail Service Providers,0.00
1999,MT,Restructured Retail Service Providers,0.00
1999,NH,Restructured Retail Service Providers,2.94
1999,NJ,Restructured Retail Service Providers,4.74
1999,NM,Restructured Retail Service Providers,2.69
1999,NY,Restructured Retail Service Providers,3.82
1999,OH,Restructured Retail Service Providers,0.00
1999,OR,Restructured Retail Service Providers,0.00
1999,PA,Restructured Retail Service Providers,4.15
1999,RI,Restructured Retail Service Providers,3.26
1999,WA,Restructured Retail Service Providers,0.00
1999,US,Restructured Retail Service Providers,8.17
1999,CA,Energy-Only Providers,4.10
1999,DE,Energy-Only Providers,0.00
1999,ID,Energy-Only Providers,0.00
1999,IL,Energy-Only Providers,5.00
1999,MA,Energy-Only Providers,5.50
1999,MI,Energy-Only Providers,0.00
1999,MO,Energy-Only Providers,0.00
1999,MT,Energy-Only Providers,0.00
1999,NH,Energy-Only Providers,2.94
1999,NJ,Energy-Only Providers,4.74
1999,NM,Energy-Only Providers,2.69
1999,NY,Energy-Only Providers,3.82
1999,OH,Energy-Only Providers,0.00
1999,OR,Energy-Only Providers,0.00
1999,PA,Energy-Only Providers,4.15
1999,RI,Energy-Only Providers,3.26
1999,WA,Energy-Only Providers,0.00
1999,US,Energy-Only Providers,8.17
1998,AK,Total Electric Industry,11.50
1998,AL,Total Electric Industry,6.94
1998,AR,Total Electric Industry,7.51
1998,AZ,Total Electric Industry,8.68
1998,CA,Total Electric Industry,10.60
1998,CO,Total Electric Industry,7.45
1998,CT,Total Electric Industry,11.95
1998,DC,Total Electric Industry,8.00
1998,DE,Total Electric Industry,9.13
1998,FL,Total Electric Industry,7.89
1998,GA,Total Electric Industry,7.67
1998,HI,Total Electric Industry,13.82
1998,IA,Total Electric Industry,8.38
1998,ID,Total Electric Industry,5.28
1998,IL,Total Electric Industry,9.85
1998,IN,Total Electric Industry,7.01
1998,KS,Total Electric Industry,7.65
1998,KY,Total Electric Industry,5.61
1998,LA,Total Electric Industry,7.07
1998,MA,Total Electric Industry,10.60
1998,MD,Total Electric Industry,8.44
1998,ME,Total Electric Industry,13.02
1998,MI,Total Electric Industry,8.67
1998,MN,Total Electric Industry,7.33
1998,MO,Total Electric Industry,7.08
1998,MS,Total Electric Industry,7.03
1998,MT,Total Electric Industry,6.50
1998,NC,Total Electric Industry,8.01
1998,ND,Total Electric Industry,6.49
1998,NE,Total Electric Industry,6.46
1998,NH,Total Electric Industry,13.92
1998,NJ,Total Electric Industry,11.39
1998,NM,Total Electric Industry,8.85
1998,NV,Total Electric Industry,7.00
1998,NY,Total Electric Industry,13.66
1998,OH,Total Electric Industry,8.70
1998,OK,Total Electric Industry,6.57
1998,OR,Total Electric Industry,5.82
1998,PA,Total Electric Industry,9.93
1998,RI,Total Electric Industry,10.91
1998,SC,Total Electric Industry,7.50
1998,SD,Total Electric Industry,7.27
1998,TN,Total Electric Industry,6.32
1998,TX,Total Electric Industry,7.65
1998,UT,Total Electric Industry,6.84
1998,VA,Total Electric Industry,7.51
1998,VT,Total Electric Industry,11.61
1998,WA,Total Electric Industry,5.03
1998,WI,Total Electric Industry,7.17
1998,WV,Total Electric Industry,6.29
1998,WY,Total Electric Industry,6.28
1998,US,Total Electric Industry,8.26
1998,CA,Restructured Retail Service Providers,8.26
1998,ID,Restructured Retail Service Providers,0.00
1998,IL,Restructured Retail Service Providers,8.26
1998,MO,Restructured Retail Service Providers,0.00
1998,MT,Restructured Retail Service Providers,0.00
1998,NH,Restructured Retail Service Providers,8.26
1998,NY,Restructured Retail Service Providers,8.26
1998,OR,Restructured Retail Service Providers,8.26
1998,PA,Restructured Retail Service Providers,8.26
1998,RI,Restructured Retail Service Providers,8.26
1998,WA,Restructured Retail Service Providers,0.00
1998,US,Restructured Retail Service Providers,8.26
1998,CA,Energy-Only Providers,8.26
1998,ID,Energy-Only Providers,0.00
1998,IL,Energy-Only Providers,8.26
1998,MO,Energy-Only Providers,0.00
1998,MT,Energy-Only Providers,0.00
1998,NH,Energy-Only Providers,8.26
1998,NY,Energy-Only Providers,8.26
1998,OR,Energy-Only Providers,8.26
1998,PA,Energy-Only Providers,8.26
1998,RI,Energy-Only Providers,8.26
1998,WA,Energy-Only Providers,0.00
1998,US,Energy-Only Providers,8.26
1997,AK,Total Electric Industry,11.44
1997,AL,Total Electric Industry,6.74
1997,AR,Total Electric Industry,7.80
1997,AZ,Total Electric Industry,8.82
1997,CA,Total Electric Industry,11.50
1997,CO,Total Electric Industry,7.42
1997,CT,Total Electric Industry,12.13
1997,DC,Total Electric Industry,7.87
1997,DE,Total Electric Industry,9.22
1997,FL,Total Electric Industry,8.08
1997,GA,Total Electric Industry,7.74
1997,HI,Total Electric Industry,14.80
1997,IA,Total Electric Industry,8.21
1997,ID,Total Electric Industry,5.15
1997,IL,Total Electric Industry,10.43
1997,IN,Total Electric Industry,6.94
1997,KS,Total Electric Industry,7.71
1997,KY,Total Electric Industry,5.58
1997,LA,Total Electric Industry,7.39
1997,MA,Total Electric Industry,11.59
1997,MD,Total Electric Industry,8.33
1997,ME,Total Electric Industry,12.75
1997,MI,Total Electric Industry,8.57
1997,MN,Total Electric Industry,7.23
1997,MO,Total Electric Industry,7.09
1997,MS,Total Electric Industry,7.02
1997,MT,Total Electric Industry,6.40
1997,NC,Total Electric Industry,8.03
1997,ND,Total Electric Industry,6.27
1997,NE,Total Electric Industry,6.38
1997,NH,Total Electric Industry,13.67
1997,NJ,Total Electric Industry,12.08
1997,NM,Total Electric Industry,8.92
1997,NV,Total Electric Industry,6.77
1997,NY,Total Electric Industry,14.12
1997,OH,Total Electric Industry,8.63
1997,OK,Total Electric Industry,6.63
1997,OR,Total Electric Industry,5.56
1997,PA,Total Electric Industry,9.90
1997,RI,Total Electric Industry,12.12
1997,SC,Total Electric Industry,7.51
1997,SD,Total Electric Industry,7.08
1997,TN,Total Electric Industry,6.03
1997,TX,Total Electric Industry,7.82
1997,UT,Total Electric Industry,6.89
1997,VA,Total Electric Industry,7.75
1997,VT,Total Electric Industry,11.45
1997,WA,Total Electric Industry,4.95
1997,WI,Total Electric Industry,6.88
1997,WV,Total Electric Industry,6.26
1997,WY,Total Electric Industry,6.22
1997,US,Total Electric Industry,8.43
1997,CA,Restructured Retail Service Providers,0.00
1997,ID,Restructured Retail Service Providers,0.00
1997,IL,Restructured Retail Service Providers,8.43
1997,MA,Restructured Retail Service Providers,8.43
1997,MO,Restructured Retail Service Providers,0.00
1997,NH,Restructured Retail Service Providers,8.43
1997,NY,Restructured Retail Service Providers,8.43
1997,OR,Restructured Retail Service Providers,0.00
1997,PA,Restructured Retail Service Providers,8.43
1997,RI,Restructured Retail Service Providers,0.00
1997,WA,Restructured Retail Service Providers,0.00
1997,US,Restructured Retail Service Providers,8.43
1997,CA,Energy-Only Providers,0.00
1997,ID,Energy-Only Providers,0.00
1997,IL,Energy-Only Providers,8.43
1997,MA,Energy-Only Providers,8.43
1997,MO,Energy-Only Providers,0.00
1997,NH,Energy-Only Providers,8.43
1997,NY,Energy-Only Providers,8.43
1997,OR,Energy-Only Providers,0.00
1997,PA,Energy-Only Providers,8.43
1997,RI,Energy-Only Providers,0.00
1997,WA,Energy-Only Providers,0.00
1997,US,Energy-Only Providers,8.43
1996,AK,Total Electric Industry,11.36
1996,AL,Total Electric Industry,6.63
1996,AR,Total Electric Industry,7.77
1996,AZ,Total Electric Industry,8.95
1996,CA,Total Electric Industry,11.33
1996,CO,Total Electric Industry,7.49
1996,CT,Total Electric Industry,12.05
1996,DC,Total Electric Industry,7.77
1996,DE,Total Electric Industry,8.97
1996,FL,Total Electric Industry,7.99
1996,GA,Total Electric Industry,7.66
1996,HI,Total Electric Industry,14.26
1996,IA,Total Electric Industry,8.16
1996,ID,Total Electric Industry,5.28
1996,IL,Total Electric Industry,10.34
1996,IN,Total Electric Industry,6.77
1996,KS,Total Electric Industry,7.86
1996,KY,Total Electric Industry,5.55
1996,LA,Total Electric Industry,7.55
1996,MA,Total Electric Industry,11.25
1996,MD,Total Electric Industry,8.26
1996,ME,Total Electric Industry,12.58
1996,MI,Total Electric Industry,8.47
1996,MN,Total Electric Industry,7.13
1996,MO,Total Electric Industry,7.08
1996,MS,Total Electric Industry,7.04
1996,MT,Total Electric Industry,6.22
1996,NC,Total Electric Industry,8.05
1996,ND,Total Electric Industry,6.19
1996,NE,Total Electric Industry,6.29
1996,NH,Total Electric Industry,13.44
1996,NJ,Total Electric Industry,11.99
1996,NM,Total Electric Industry,8.93
1996,NV,Total Electric Industry,6.90
1996,NY,Total Electric Industry,14.04
1996,OH,Total Electric Industry,8.60
1996,OK,Total Electric Industry,6.71
1996,OR,Total Electric Industry,5.69
1996,PA,Total Electric Industry,9.73
1996,RI,Total Electric Industry,11.81
1996,SC,Total Electric Industry,7.50
1996,SD,Total Electric Industry,7.00
1996,TN,Total Electric Industry,5.88
1996,TX,Total Electric Industry,7.77
1996,UT,Total Electric Industry,6.96
1996,VA,Total Electric Industry,7.60
1996,VT,Total Electric Industry,10.99
1996,WA,Total Electric Industry,5.03
1996,WI,Total Electric Industry,6.88
1996,WV,Total Electric Industry,6.38
1996,WY,Total Electric Industry,6.13
1996,US,Total Electric Industry,8.36
1996,US,Restructured Retail Service Providers,9.43
1996,US,Energy-Only Providers,9.43
1995,AK,Total Electric Industry,11.24
1995,AL,Total Electric Industry,6.71
1995,AR,Total Electric Industry,7.98
1995,AZ,Total Electric Industry,9.09
1995,CA,Total Electric Industry,11.61
1995,CO,Total Electric Industry,7.42
1995,CT,Total Electric Industry,11.95
1995,DC,Total Electric Industry,7.62
1995,DE,Total Electric Industry,9.09
1995,FL,Total Electric Industry,7.82
1995,GA,Total Electric Industry,7.85
1995,HI,Total Electric Industry,13.32
1995,IA,Total Electric Industry,8.24
1995,ID,Total Electric Industry,5.33
1995,IL,Total Electric Industry,10.37
1995,IN,Total Electric Industry,6.74
1995,KS,Total Electric Industry,7.92
1995,KY,Total Electric Industry,5.62
1995,LA,Total Electric Industry,7.23
1995,MA,Total Electric Industry,11.26
1995,MD,Total Electric Industry,8.43
1995,ME,Total Electric Industry,12.51
1995,MI,Total Electric Industry,8.34
1995,MN,Total Electric Industry,7.17
1995,MO,Total Electric Industry,7.25
1995,MS,Total Electric Industry,6.99
1995,MT,Total Electric Industry,6.09
1995,NC,Total Electric Industry,8.12
1995,ND,Total Electric Industry,6.23
1995,NE,Total Electric Industry,6.37
1995,NH,Total Electric Industry,13.50
1995,NJ,Total Electric Industry,11.98
1995,NM,Total Electric Industry,8.93
1995,NV,Total Electric Industry,7.11
1995,NY,Total Electric Industry,13.90
1995,OH,Total Electric Industry,8.60
1995,OK,Total Electric Industry,6.82
1995,OR,Total Electric Industry,5.49
1995,PA,Total Electric Industry,9.72
1995,RI,Total Electric Industry,11.47
1995,SC,Total Electric Industry,7.53
1995,SD,Total Electric Industry,7.08
1995,TN,Total Electric Industry,5.91
1995,TX,Total Electric Industry,7.71
1995,UT,Total Electric Industry,6.94
1995,VA,Total Electric Industry,7.84
1995,VT,Total Electric Industry,10.52
1995,WA,Total Electric Industry,4.97
1995,WI,Total Electric Industry,6.97
1995,WV,Total Electric Industry,6.50
1995,WY,Total Electric Industry,6.09
1995,US,Total Electric Industry,8.40
1994,AK,Total Electric Industry,11.32
1994,AL,Total Electric Industry,6.69
1994,AR,Total Electric Industry,8.07
1994,AZ,Total Electric Industry,9.30
1994,CA,Total Electric Industry,11.43
1994,CO,Total Electric Industry,7.36
1994,CT,Total Electric Industry,11.47
1994,DC,Total Electric Industry,7.47
1994,DE,Total Electric Industry,8.91
1994,FL,Total Electric Industry,7.78
1994,GA,Total Electric Industry,7.72
1994,HI,Total Electric Industry,12.45
1994,IA,Total Electric Industry,8.09
1994,ID,Total Electric Industry,5.09
1994,IL,Total Electric Industry,9.98
1994,IN,Total Electric Industry,6.78
1994,KS,Total Electric Industry,7.89
1994,KY,Total Electric Industry,5.77
1994,LA,Total Electric Industry,7.61
1994,MA,Total Electric Industry,11.09
1994,MD,Total Electric Industry,8.39
1994,ME,Total Electric Industry,12.32
1994,MI,Total Electric Industry,8.28
1994,MN,Total Electric Industry,7.16
1994,MO,Total Electric Industry,7.29
1994,MS,Total Electric Industry,7.06
1994,MT,Total Electric Industry,5.96
1994,NC,Total Electric Industry,8.17
1994,ND,Total Electric Industry,6.37
1994,NE,Total Electric Industry,6.31
1994,NH,Total Electric Industry,12.91
1994,NJ,Total Electric Industry,11.54
1994,NM,Total Electric Industry,9.14
1994,NV,Total Electric Industry,7.16
1994,NY,Total Electric Industry,13.55
1994,OH,Total Electric Industry,8.56
1994,OK,Total Electric Industry,7.03
1994,OR,Total Electric Industry,5.33
1994,PA,Total Electric Industry,9.55
1994,RI,Total Electric Industry,11.26
1994,SC,Total Electric Industry,7.49
1994,SD,Total Electric Industry,7.06
1994,TN,Total Electric Industry,5.88
1994,TX,Total Electric Industry,8.08
1994,UT,Total Electric Industry,6.91
1994,VA,Total Electric Industry,7.75
1994,VT,Total Electric Industry,9.96
1994,WA,Total Electric Industry,4.97
1994,WI,Total Electric Industry,7.08
1994,WV,Total Electric Industry,6.36
1994,WY,Total Electric Industry,6.04
1994,US,Total Electric Industry,8.38
1993,AK,Total Electric Industry,11.15
1993,AL,Total Electric Industry,6.82
1993,AR,Total Electric Industry,8.27
1993,AZ,Total Electric Industry,9.65
1993,CA,Total Electric Industry,11.30
1993,CO,Total Electric Industry,7.24
1993,CT,Total Electric Industry,11.39
1993,DC,Total Electric Industry,7.18
1993,DE,Total Electric Industry,9.01
1993,FL,Total Electric Industry,7.99
1993,GA,Total Electric Industry,7.79
1993,HI,Total Electric Industry,12.28
1993,IA,Total Electric Industry,8.02
1993,ID,Total Electric Industry,4.99
1993,IL,Total Electric Industry,10.28
1993,IN,Total Electric Industry,6.67
1993,KS,Total Electric Industry,7.86
1993,KY,Total Electric Industry,5.70
1993,LA,Total Electric Industry,7.76
1993,MA,Total Electric Industry,11.00
1993,MD,Total Electric Industry,8.21
1993,ME,Total Electric Industry,11.43
1993,MI,Total Electric Industry,8.16
1993,MN,Total Electric Industry,7.09
1993,MO,Total Electric Industry,7.26
1993,MS,Total Electric Industry,7.12
1993,MT,Total Electric Industry,5.77
1993,NC,Total Electric Industry,8.18
1993,ND,Total Electric Industry,6.31
1993,NE,Total Electric Industry,6.25
1993,NH,Total Electric Industry,12.31
1993,NJ,Total Electric Industry,11.41
1993,NM,Total Electric Industry,9.18
1993,NV,Total Electric Industry,6.51
1993,NY,Total Electric Industry,13.17
1993,OH,Total Electric Industry,8.36
1993,OK,Total Electric Industry,7.14
1993,OR,Total Electric Industry,5.02
1993,PA,Total Electric Industry,9.55
1993,RI,Total Electric Industry,11.38
1993,SC,Total Electric Industry,7.33
1993,SD,Total Electric Industry,7.04
1993,TN,Total Electric Industry,5.76
1993,TX,Total Electric Industry,8.00
1993,UT,Total Electric Industry,6.85
1993,VA,Total Electric Industry,7.57
1993,VT,Total Electric Industry,9.84
1993,WA,Total Electric Industry,4.60
1993,WI,Total Electric Industry,7.03
1993,WV,Total Electric Industry,6.30
1993,WY,Total Electric Industry,5.96
1993,US,Total Electric Industry,8.32
1992,AK,Total Electric Industry,10.82
1992,AL,Total Electric Industry,6.69
1992,AR,Total Electric Industry,8.28
1992,AZ,Total Electric Industry,9.58
1992,CA,Total Electric Industry,11.07
1992,CO,Total Electric Industry,7.20
1992,CT,Total Electric Industry,11.07
1992,DC,Total Electric Industry,6.61
1992,DE,Total Electric Industry,8.66
1992,FL,Total Electric Industry,7.75
1992,GA,Total Electric Industry,7.73
1992,HI,Total Electric Industry,10.90
1992,IA,Total Electric Industry,8.02
1992,ID,Total Electric Industry,4.93
1992,IL,Total Electric Industry,10.29
1992,IN,Total Electric Industry,6.86
1992,KS,Total Electric Industry,7.90
1992,KY,Total Electric Industry,5.70
1992,LA,Total Electric Industry,7.52
1992,MA,Total Electric Industry,10.62
1992,MD,Total Electric Industry,7.97
1992,ME,Total Electric Industry,11.37
1992,MI,Total Electric Industry,8.11
1992,MN,Total Electric Industry,7.01
1992,MO,Total Electric Industry,7.44
1992,MS,Total Electric Industry,7.01
1992,MT,Total Electric Industry,5.84
1992,NC,Total Electric Industry,8.11
1992,ND,Total Electric Industry,6.33
1992,NE,Total Electric Industry,6.27
1992,NH,Total Electric Industry,11.36
1992,NJ,Total Electric Industry,10.87
1992,NM,Total Electric Industry,9.06
1992,NV,Total Electric Industry,6.19
1992,NY,Total Electric Industry,12.43
1992,OH,Total Electric Industry,8.24
1992,OK,Total Electric Industry,7.17
1992,OR,Total Electric Industry,4.93
1992,PA,Total Electric Industry,9.67
1992,RI,Total Electric Industry,11.17
1992,SC,Total Electric Industry,7.19
1992,SD,Total Electric Industry,7.10
1992,TN,Total Electric Industry,5.70
1992,TX,Total Electric Industry,7.74
1992,UT,Total Electric Industry,6.97
1992,VA,Total Electric Industry,7.63
1992,VT,Total Electric Industry,9.56
1992,WA,Total Electric Industry,4.46
1992,WI,Total Electric Industry,6.91
1992,WV,Total Electric Industry,6.17
1992,WY,Total Electric Industry,6.08
1992,US,Total Electric Industry,8.21
1991,AK,Total Electric Industry,10.67
1991,AL,Total Electric Industry,6.69
1991,AR,Total Electric Industry,8.10
1991,AZ,Total Electric Industry,9.14
1991,CA,Total Electric Industry,10.79
1991,CO,Total Electric Industry,7.07
1991,CT,Total Electric Industry,10.51
1991,DC,Total Electric Industry,6.58
1991,DE,Total Electric Industry,8.62
1991,FL,Total Electric Industry,7.91
1991,GA,Total Electric Industry,7.50
1991,HI,Total Electric Industry,10.52
1991,IA,Total Electric Industry,7.76
1991,ID,Total Electric Industry,4.88
1991,IL,Total Electric Industry,9.87
1991,IN,Total Electric Industry,6.73
1991,KS,Total Electric Industry,7.83
1991,KY,Total Electric Industry,5.68
1991,LA,Total Electric Industry,7.40
1991,MA,Total Electric Industry,10.40
1991,MD,Total Electric Industry,7.90
1991,ME,Total Electric Industry,10.45
1991,MI,Total Electric Industry,8.06
1991,MN,Total Electric Industry,6.92
1991,MO,Total Electric Industry,7.39
1991,MS,Total Electric Industry,6.88
1991,MT,Total Electric Industry,5.76
1991,NC,Total Electric Industry,7.95
1991,ND,Total Electric Industry,6.21
1991,NE,Total Electric Industry,6.09
1991,NH,Total Electric Industry,10.38
1991,NJ,Total Electric Industry,10.81
1991,NM,Total Electric Industry,9.08
1991,NV,Total Electric Industry,5.89
1991,NY,Total Electric Industry,11.97
1991,OH,Total Electric Industry,8.16
1991,OK,Total Electric Industry,7.03
1991,OR,Total Electric Industry,4.81
1991,PA,Total Electric Industry,9.58
1991,RI,Total Electric Industry,10.99
1991,SC,Total Electric Industry,7.22
1991,SD,Total Electric Industry,6.91
1991,TN,Total Electric Industry,5.65
1991,TX,Total Electric Industry,7.57
1991,UT,Total Electric Industry,7.12
1991,VA,Total Electric Industry,7.34
1991,VT,Total Electric Industry,9.53
1991,WA,Total Electric Industry,4.36
1991,WI,Total Electric Industry,6.73
1991,WV,Total Electric Industry,5.91
1991,WY,Total Electric Industry,6.00
1991,US,Total Electric Industry,8.04
1990,AK,Total Electric Industry,10.11
1990,AL,Total Electric Industry,6.59
1990,AR,Total Electric Industry,8.07
1990,AZ,Total Electric Industry,9.04
1990,CA,Total Electric Industry,9.98
1990,CO,Total Electric Industry,7.02
1990,CT,Total Electric Industry,10.01
1990,DC,Total Electric Industry,6.10
1990,DE,Total Electric Industry,8.39
1990,FL,Total Electric Industry,7.77
1990,GA,Total Electric Industry,7.46
1990,HI,Total Electric Industry,10.26
1990,IA,Total Electric Industry,7.81
1990,ID,Total Electric Industry,4.87
1990,IL,Total Electric Industry,9.92
1990,IN,Total Electric Industry,6.87
1990,KS,Total Electric Industry,7.83
1990,KY,Total Electric Industry,5.69
1990,LA,Total Electric Industry,7.41
1990,MA,Total Electric Industry,9.66
1990,MD,Total Electric Industry,7.22
1990,ME,Total Electric Industry,9.30
1990,MI,Total Electric Industry,7.83
1990,MN,Total Electric Industry,6.80
1990,MO,Total Electric Industry,7.36
1990,MS,Total Electric Industry,6.89
1990,MT,Total Electric Industry,5.45
1990,NC,Total Electric Industry,7.84
1990,ND,Total Electric Industry,6.26
1990,NE,Total Electric Industry,6.23
1990,NH,Total Electric Industry,10.34
1990,NJ,Total Electric Industry,10.36
1990,NM,Total Electric Industry,8.94
1990,NV,Total Electric Industry,5.70
1990,NY,Total Electric Industry,11.44
1990,OH,Total Electric Industry,8.05
1990,OK,Total Electric Industry,6.58
1990,OR,Total Electric Industry,4.73
1990,PA,Total Electric Industry,9.22
1990,RI,Total Electric Industry,9.84
1990,SC,Total Electric Industry,7.15
1990,SD,Total Electric Industry,6.95
1990,TN,Total Electric Industry,5.69
1990,TX,Total Electric Industry,7.20
1990,UT,Total Electric Industry,7.13
1990,VA,Total Electric Industry,7.25
1990,VT,Total Electric Industry,9.27
1990,WA,Total Electric Industry,4.39
1990,WI,Total Electric Industry,6.63
1990,WV,Total Electric Industry,5.90
1990,WY,Total Electric Industry,5.97
1990,US,Total Electric Industry,7.83
